0.201927437, DIN
0.360861678, GA
0.511292517, NA
0.664195011, TRA
0.813492063, KA
0.954172335, DHET
1.232290249, DHI
1.369750566, TA
1.499206349, TA
1.661451247, TA
1.799070294, GE
1.925804988, TI
2.033038548, TA
2.209909297, TIN
2.357142857, GA
2.484263038, NA
2.637414965, NA
2.781065759, GA
2.926598639, NA
3.052789115, GA
3.206145124, TI
3.343628117, TA
3.471088435, TA
3.627142857, DHA
3.924761904, NA
4.089954648, TIN
4.203061224, KAT
4.501315192, NA
4.653197278, TIN
4.771927437, KAT
5.051111111, TA
5.186371882, DHA
5.492312925, NA
5.663809523, TIN
5.790748299, KAT
6.072766439, NA
6.259206349, TIN
6.389092970, KAT
6.666666666, TA
6.809750566, DHA
7.104875283, NA
7.281088435, TIN
7.415986394, KAT
7.708639455, NA
7.876734693, TIN
8.007324263, KAT
8.303446712, TA
